"","start","end"
"4001",4688589,4690589
"4002",19934788,19936788
"4003",20749241,20751241
"4004",16507728,16509728
"4005",22850099,22852099
"4006",26294978,26296978
"4007",26099866,26101866
"4008",9434786,9436786
"4009",27419784,27421784
"4010",10133437,10135437
"4011",22160580,22162580
"4012",10426017,10428017
"4013",14816569,14818569
"4014",20411988,20413988
"4015",15762325,15764325
"4016",6651947,6653947
"4017",5754579,5756579
"4018",27201336,27203336
"4019",1562013,1564013
"4020",3444883,3446883
"4021",351668,353668
"4022",6331269,6333269
"4023",11622798,11624798
"4024",21024765,21026765
"4025",14001359,14003359
"4026",20103173,20105173
"4027",2136740,2138740
"4028",1284164,1286164
"4029",22211327,22213327
"4030",9377227,9379227
"4031",2783234,2785234
"4032",16034622,16036622
"4033",8559433,8561433
"4034",27122069,27124069
"4035",10938593,10940593
"4036",26277096,26279096
"4037",1242163,1244163
"4038",22064382,22066382
"4039",3494354,3496354
"4040",7577729,7579729
"4041",4459719,4461719
"4042",19509909,19511909
"4043",20028485,20030485
"4044",1518153,1520153
"4045",15919993,15921993
"4046",93752,95752
"4047",18728847,18730847
"4048",20743222,20745222
"4049",20399816,20401816
"4050",4611980,4613980
"4051",17352501,17354501
"4052",11484391,11486391
"4053",12274070,12276070
"4054",20886051,20888051
"4055",13412322,13414322
"4056",19383664,19385664
"4057",9759111,9761111
"4058",6598574,6600574
"4059",3363486,3365486
"4060",25500074,25502074
"4061",939900,941900
"4062",2744069,2746069
"4063",18522388,18524388
"4064",18591183,18593183
"4065",24122748,24124748
"4066",26699525,26701525
"4067",7090504,7092504
"4068",3415156,3417156
"4069",27816402,27818402
"4070",27750210,27752210
"4071",10461006,10463006
"4072",11403845,11405845
"4073",20195008,20197008
"4074",13242187,13244187
"4075",27539067,27541067
"4076",2229850,2231850
"4077",8066594,8068594
"4078",874204,876204
"4079",7358837,7360837
"4080",8234076,8236076
"4081",14478859,14480859
"4082",12663890,12665890
"4083",7672130,7674130
"4084",26758501,26760501
"4085",12671062,12673062
"4086",26778181,26780181
"4087",9885980,9887980
"4088",20818899,20820899
"4089",23857237,23859237
"4090",9530033,9532033
"4091",24668161,24670161
"4092",7485668,7487668
"4093",832193,834193
"4094",26958017,26960017
"4095",6493520,6495520
"4096",4877006,4879006
"4097",25660444,25662444
"4098",7558514,7560514
"4099",19541250,19543250
"4100",4657415,4659415
"4101",9611098,9613098
"4102",13051902,13053902
"4103",20174717,20176717
"4104",324749,326749
"4105",24285763,24287763
"4106",5247376,5249376
"4107",21000267,21002267
"4108",392765,394765
"4109",3779759,3781759
"4110",21349895,21351895
"4111",6533525,6535525
"4112",4081869,4083869
"4113",9368493,9370493
"4114",25610219,25612219
"4115",1922565,1924565
"4116",3012354,3014354
"4117",17358404,17360404
"4118",10537722,10539722
"4119",8303750,8305750
"4120",13358133,13360133
"4121",25870558,25872558
"4122",8957495,8959495
"4123",9455382,9457382
"4124",26144709,26146709
"4125",8377677,8379677
"4126",16041537,16043537
"4127",7298646,7300646
"4128",10996921,10998921
"4129",993688,995688
"4130",5240732,5242732
"4131",13100738,13102738
"4132",15349425,15351425
"4133",26064267,26066267
"4134",12936600,12938600
"4135",2652793,2654793
"4136",8544943,8546943
"4137",22595349,22597349
"4138",21601905,21603905
"4139",16437058,16439058
"4140",7406633,7408633
"4141",13081466,13083466
"4142",12147845,12149845
"4143",14586712,14588712
"4144",26493824,26495824
"4145",9101200,9103200
"4146",11310748,11312748
"4147",11328934,11330934
"4148",16181462,16183462
"4149",21773495,21775495
"4150",19386711,19388711
"4151",10009216,10011216
"4152",19323237,19325237
"4153",2905354,2907354
"4154",8568684,8570684
"4155",2594418,2596418
"4156",13822922,13824922
"4157",10791703,10793703
"4158",14239878,14241878
"4159",1736407,1738407
"4160",12330634,12332634
"4161",25893859,25895859
"4162",6983332,6985332
"4163",26398039,26400039
"4164",13268895,13270895
"4165",27583610,27585610
"4166",26375220,26377220
"4167",9013334,9015334
"4168",6872187,6874187
"4169",22407514,22409514
"4170",1357646,1359646
"4171",18774937,18776937
"4172",7077912,7079912
"4173",13627424,13629424
"4174",12004210,12006210
"4175",12981407,12983407
"4176",24682160,24684160
"4177",27800123,27802123
"4178",12327687,12329687
"4179",10789080,10791080
"4180",2945945,2947945
"4181",3801367,3803367
"4182",23672765,23674765
"4183",8081681,8083681
"4184",2111674,2113674
"4185",15480097,15482097
"4186",11545364,11547364
"4187",22258479,22260479
"4188",23577812,23579812
"4189",9308147,9310147
"4190",9165981,9167981
"4191",26830756,26832756
"4192",2226393,2228393
"4193",26991291,26993291
"4194",25845666,25847666
"4195",5514667,5516667
"4196",25509169,25511169
"4197",3757989,3759989
"4198",1901118,1903118
"4199",11619844,11621844
"4200",1401608,1403608
"4201",4975146,4977146
"4202",8727579,8729579
"4203",26477658,26479658
"4204",16659121,16661121
"4205",19769616,19771616
"4206",6614163,6616163
"4207",9617098,9619098
"4208",5242818,5244818
"4209",1122471,1124471
"4210",19306640,19308640
"4211",8247935,8249935
"4212",2741665,2743665
"4213",7928237,7930237
"4214",4176474,4178474
"4215",19081831,19083831
"4216",13193125,13195125
"4217",23685340,23687340
"4218",19180335,19182335
"4219",19658149,19660149
"4220",23700008,23702008
"4221",1408435,1410435
"4222",26274345,26276345
"4223",20616563,20618563
"4224",24083036,24085036
"4225",27454454,27456454
"4226",27410772,27412772
"4227",17682481,17684481
"4228",1575035,1577035
"4229",3027160,3029160
"4230",5067419,5069419
"4231",8905368,8907368
"4232",21595178,21597178
"4233",7156115,7158115
"4234",21565996,21567996
"4235",21843101,21845101
"4236",14565111,14567111
"4237",18167019,18169019
"4238",436120,438120
"4239",21693242,21695242
"4240",3862338,3864338
"4241",50713,52713
"4242",9932434,9934434
"4243",13718426,13720426
"4244",16966479,16968479
"4245",26150279,26152279
"4246",9275489,9277489
"4247",26802328,26804328
"4248",17873086,17875086
"4249",791823,793823
"4250",13355977,13357977
"4251",16213342,16215342
"4252",13706928,13708928
"4253",23643880,23645880
"4254",15901603,15903603
"4255",13314705,13316705
"4256",2167366,2169366
"4257",22440410,22442410
"4258",24318688,24320688
"4259",24191090,24193090
"4260",11909039,11911039
"4261",14026059,14028059
"4262",24085157,24087157
"4263",9464445,9466445
"4264",19253316,19255316
"4265",4473475,4475475
"4266",2188244,2190244
"4267",1997087,1999087
"4268",1344677,1346677
"4269",21579602,21581602
"4270",12419388,12421388
"4271",7722456,7724456
"4272",4729673,4731673
"4273",8187461,8189461
"4274",12629645,12631645
"4275",122867,124867
"4276",22187454,22189454
"4277",26097056,26099056
"4278",12269003,12271003
"4279",6051332,6053332
"4280",24610140,24612140
"4281",16079492,16081492
"4282",11997637,11999637
"4283",20865131,20867131
"4284",26042721,26044721
"4285",2534753,2536753
"4286",27781552,27783552
"4287",4785736,4787736
"4288",16426054,16428054
"4289",22337404,22339404
"4290",8348151,8350151
"4291",14636276,14638276
"4292",17140988,17142988
"4293",6906972,6908972
"4294",26236537,26238537
"4295",307808,309808
"4296",9108521,9110521
"4297",24210922,24212922
"4298",16018191,16020191
"4299",6665795,6667795
"4300",1797901,1799901
"4301",24793980,24795980
"4302",7166345,7168345
"4303",10605259,10607259
"4304",9351754,9353754
"4305",21615619,21617619
"4306",10644545,10646545
"4307",6900122,6902122
"4308",24892070,24894070
"4309",4191679,4193679
"4310",5255734,5257734
"4311",18429955,18431955
"4312",24199872,24201872
"4313",11422866,11424866
"4314",26417474,26419474
"4315",919863,921863
"4316",887730,889730
"4317",24098334,24100334
"4318",23607414,23609414
"4319",9335048,9337048
"4320",9570815,9572815
"4321",26233979,26235979
"4322",7547827,7549827
"4323",26933628,26935628
"4324",27632314,27634314
"4325",12594669,12596669
"4326",1133909,1135909
"4327",8046570,8048570
"4328",15551088,15553088
"4329",7369965,7371965
"4330",13436975,13438975
"4331",8174477,8176477
"4332",3498071,3500071
"4333",26091305,26093305
"4334",6903577,6905577
"4335",11122204,11124204
"4336",5834327,5836327
"4337",8032220,8034220
"4338",12162219,12164219
"4339",11837191,11839191
"4340",18634066,18636066
"4341",6407070,6409070
"4342",8496960,8498960
"4343",12092775,12094775
"4344",12135859,12137859
"4345",732818,734818
"4346",5594372,5596372
"4347",23668762,23670762
"4348",14063437,14065437
"4349",19633419,19635419
"4350",18461400,18463400
"4351",27390947,27392947
"4352",13465266,13467266
"4353",21984795,21986795
"4354",4829173,4831173
"4355",16479691,16481691
"4356",8314793,8316793
"4357",20257122,20259122
"4358",11824390,11826390
"4359",9520702,9522702
"4360",27925912,27927912
"4361",19664173,19666173
"4362",20854523,20856523
"4363",8148922,8150922
"4364",4337767,4339767
"4365",19280929,19282929
"4366",6017827,6019827
"4367",18534105,18536105
"4368",11536370,11538370
"4369",3304457,3306457
"4370",23455080,23457080
"4371",13009446,13011446
"4372",13273472,13275472
"4373",1012932,1014932
"4374",24623640,24625640
"4375",14500350,14502350
"4376",15263649,15265649
"4377",12507350,12509350
"4378",22524389,22526389
"4379",9948592,9950592
"4380",21552571,21554571
"4381",10754395,10756395
"4382",24814677,24816677
"4383",4719671,4721671
"4384",10483620,10485620
"4385",2674157,2676157
"4386",1497770,1499770
"4387",18355754,18357754
"4388",17934087,17936087
"4389",1454163,1456163
"4390",21332238,21334238
"4391",6341802,6343802
"4392",22220076,22222076
"4393",18213554,18215554
"4394",8001050,8003050
"4395",15078936,15080936
"4396",10905839,10907839
"4397",655784,657784
"4398",15956074,15958074
"4399",10932461,10934461
"4400",4265731,4267731
"4401",24923174,24925174
"4402",14448509,14450509
"4403",1044736,1046736
"4404",2332746,2334746
"4405",18885393,18887393
"4406",23793496,23795496
"4407",26126752,26128752
"4408",13730390,13732390
"4409",19865933,19867933
"4410",18490200,18492200
"4411",18838826,18840826
"4412",956216,958216
"4413",13246777,13248777
"4414",9702675,9704675
"4415",27828918,27830918
"4416",20151828,20153828
"4417",19716416,19718416
"4418",7998456,8000456
"4419",8696641,8698641
"4420",16097511,16099511
"4421",24665558,24667558
"4422",2201404,2203404
"4423",998731,1000731
"4424",22966590,22968590
"4425",4632304,4634304
"4426",7387399,7389399
"4427",20921766,20923766
"4428",20184963,20186963
"4429",26350372,26352372
"4430",3849687,3851687
"4431",19597031,19599031
"4432",8162460,8164460
"4433",24990205,24992205
"4434",16144205,16146205
"4435",7095386,7097386
"4436",20022837,20024837
"4437",10527166,10529166
"4438",20427689,20429689
"4439",10422317,10424317
"4440",13228323,13230323
"4441",22031698,22033698
"4442",18942682,18944682
"4443",8852595,8854595
"4444",24997122,24999122
"4445",4982582,4984582
"4446",2739217,2741217
"4447",22785815,22787815
"4448",13951823,13953823
"4449",27844420,27846420
"4450",22297002,22299002
"4451",15750907,15752907
"4452",2677064,2679064
"4453",1816555,1818555
"4454",24888416,24890416
"4455",5392775,5394775
"4456",16741415,16743415
"4457",12688254,12690254
"4458",25841308,25843308
"4459",14493540,14495540
"4460",2995237,2997237
"4461",19631197,19633197
"4462",3874325,3876325
"4463",977535,979535
"4464",23758864,23760864
"4465",20288984,20290984
"4466",18199564,18201564
"4467",27640843,27642843
"4468",7680325,7682325
"4469",17424608,17426608
"4470",12560166,12562166
"4471",10333207,10335207
"4472",13090567,13092567
"4473",1633375,1635375
"4474",7487892,7489892
"4475",10860834,10862834
"4476",2384185,2386185
"4477",11246092,11248092
"4478",22970763,22972763
"4479",11168126,11170126
"4480",9799393,9801393
"4481",2768202,2770202
"4482",19494058,19496058
"4483",24659476,24661476
"4484",5349179,5351179
"4485",12014361,12016361
"4486",1647730,1649730
"4487",9239653,9241653
"4488",27400087,27402087
"4489",26180927,26182927
"4490",15143425,15145425
"4491",6495529,6497529
"4492",24494153,24496153
"4493",24571066,24573066
"4494",3192864,3194864
"4495",6877362,6879362
"4496",10515887,10517887
"4497",1738797,1740797
"4498",15649914,15651914
"4499",23490972,23492972
"4500",3504766,3506766
"4501",5450507,5452507
"4502",14950142,14952142
"4503",20928089,20930089
"4504",13940959,13942959
"4505",13711100,13713100
"4506",7003653,7005653
"4507",22543039,22545039
"4508",18577833,18579833
"4509",3265040,3267040
"4510",12195472,12197472
"4511",14124357,14126357
"4512",1958477,1960477
"4513",24696362,24698362
"4514",7912889,7914889
"4515",21671479,21673479
"4516",2670535,2672535
"4517",2303842,2305842
"4518",6418002,6420002
"4519",19194994,19196994
"4520",2858420,2860420
"4521",2348460,2350460
"4522",3316430,3318430
"4523",19891117,19893117
"4524",20409335,20411335
"4525",11242043,11244043
"4526",9826261,9828261
"4527",3625385,3627385
"4528",1984624,1986624
"4529",9437761,9439761
"4530",8903077,8905077
"4531",211644,213644
"4532",21657661,21659661
"4533",12677575,12679575
"4534",14781852,14783852
"4535",7395527,7397527
"4536",18257344,18259344
"4537",701694,703694
"4538",19197967,19199967
"4539",6062115,6064115
"4540",11843012,11845012
"4541",22670120,22672120
"4542",24526433,24528433
"4543",9290920,9292920
"4544",8361101,8363101
"4545",13750391,13752391
"4546",18665407,18667407
"4547",24069557,24071557
"4548",14872102,14874102
"4549",21142833,21144833
"4550",3514801,3516801
"4551",6582800,6584800
"4552",2634476,2636476
"4553",20556961,20558961
"4554",27525687,27527687
"4555",1435589,1437589
"4556",18164559,18166559
"4557",15529302,15531302
"4558",23160442,23162442
"4559",7618355,7620355
"4560",10743142,10745142
"4561",27240610,27242610
"4562",4340501,4342501
"4563",26012214,26014214
"4564",26198411,26200411
"4565",6914581,6916581
"4566",19899375,19901375
"4567",23276675,23278675
"4568",26343560,26345560
"4569",11151681,11153681
"4570",2844642,2846642
"4571",19425839,19427839
"4572",4214979,4216979
"4573",24595853,24597853
"4574",3500230,3502230
"4575",23053115,23055115
"4576",1800443,1802443
"4577",22640776,22642776
"4578",17526759,17528759
"4579",27522958,27524958
"4580",5059845,5061845
"4581",22815177,22817177
"4582",15908365,15910365
"4583",11434776,11436776
"4584",18761774,18763774
"4585",20270121,20272121
"4586",20673334,20675334
"4587",9808117,9810117
"4588",24987928,24989928
"4589",22608793,22610793
"4590",11448736,11450736
"4591",9153023,9155023
"4592",27387689,27389689
"4593",674284,676284
"4594",7654908,7656908
"4595",11712296,11714296
"4596",16329083,16331083
"4597",4109361,4111361
"4598",20190413,20192413
"4599",19240793,19242793
"4600",8622459,8624459
"4601",3822044,3824044
"4602",12978616,12980616
"4603",22558474,22560474
"4604",20792340,20794340
"4605",4255537,4257537
"4606",9354039,9356039
"4607",27191338,27193338
"4608",17058128,17060128
"4609",18889926,18891926
"4610",16642296,16644296
"4611",12035091,12037091
"4612",13943488,13945488
"4613",8003692,8005692
"4614",17506926,17508926
"4615",7331243,7333243
"4616",17713120,17715120
"4617",19187777,19189777
"4618",14802174,14804174
"4619",21740238,21742238
"4620",18204691,18206691
"4621",8952860,8954860
"4622",21442891,21444891
"4623",23223194,23225194
"4624",18219122,18221122
"4625",13875284,13877284
"4626",8230692,8232692
"4627",24349041,24351041
"4628",6731494,6733494
"4629",21870131,21872131
"4630",10968857,10970857
"4631",410081,412081
"4632",26106894,26108894
"4633",20799758,20801758
"4634",810779,812779
"4635",21609431,21611431
"4636",4992212,4994212
"4637",25307047,25309047
"4638",20867171,20869171
"4639",7319200,7321200
"4640",27752812,27754812
"4641",842764,844764
"4642",16448225,16450225
"4643",19091271,19093271
"4644",18291767,18293767
"4645",8892874,8894874
"4646",27303865,27305865
"4647",9099170,9101170
"4648",18847326,18849326
"4649",26965127,26967127
"4650",20004623,20006623
"4651",14461682,14463682
"4652",10163699,10165699
"4653",695307,697307
"4654",21152472,21154472
"4655",19366861,19368861
"4656",20211546,20213546
"4657",1368773,1370773
"4658",632787,634787
"4659",1540404,1542404
"4660",24057326,24059326
"4661",77902,79902
"4662",25406259,25408259
"4663",25848120,25850120
"4664",3283521,3285521
"4665",25579124,25581124
"4666",18997000,18999000
"4667",18368948,18370948
"4668",18303887,18305887
"4669",664122,666122
"4670",12100203,12102203
"4671",2727710,2729710
"4672",759797,761797
"4673",20563808,20565808
"4674",19522102,19524102
"4675",9708010,9710010
"4676",555960,557960
"4677",14425965,14427965
"4678",23465773,23467773
"4679",23486781,23488781
"4680",13900100,13902100
"4681",14116913,14118913
"4682",12363576,12365576
"4683",19422107,19424107
"4684",26615956,26617956
"4685",4385596,4387596
"4686",336125,338125
"4687",9491245,9493245
"4688",26354462,26356462
"4689",25105396,25107396
"4690",12922941,12924941
"4691",19469799,19471799
"4692",3931963,3933963
"4693",13177503,13179503
"4694",19192042,19194042
"4695",2517432,2519432
"4696",9557879,9559879
"4697",20115589,20117589
"4698",12712456,12714456
"4699",2567862,2569862
"4700",7910639,7912639
"4701",18718293,18720293
"4702",5483672,5485672
"4703",9364979,9366979
"4704",23654963,23656963
"4705",19223166,19225166
"4706",8795667,8797667
"4707",4276548,4278548
"4708",22635207,22637207
"4709",24031620,24033620
"4710",19917274,19919274
"4711",6429655,6431655
"4712",27341021,27343021
"4713",13417745,13419745
"4714",19040795,19042795
"4715",6985388,6987388
"4716",7021116,7023116
"4717",26057134,26059134
"4718",6863892,6865892
"4719",23025929,23027929
"4720",12952320,12954320
"4721",179855,181855
"4722",14937402,14939402
"4723",26285832,26287832
"4724",19256456,19258456
"4725",11212145,11214145
"4726",24220333,24222333
"4727",4372000,4374000
"4728",6846575,6848575
"4729",6044506,6046506
"4730",20771532,20773532
"4731",21857580,21859580
"4732",18254052,18256052
"4733",5103163,5105163
"4734",18640047,18642047
"4735",22448802,22450802
"4736",1944444,1946444
"4737",12909889,12911889
"4738",6655049,6657049
"4739",26907998,26909998
"4740",7169780,7171780
"4741",27254385,27256385
"4742",13334441,13336441
"4743",12854629,12856629
"4744",3839879,3841879
"4745",27611383,27613383
"4746",27898810,27900810
"4747",14319197,14321197
"4748",3177853,3179853
"4749",1094124,1096124
"4750",11502408,11504408
"4751",26910287,26912287
"4752",10047323,10049323
"4753",21780037,21782037
"4754",12851300,12853300
"4755",6697312,6699312
"4756",8121451,8123451
"4757",10641552,10643552
"4758",15433296,15435296
"4759",13174666,13176666
"4760",1108863,1110863
"4761",24034589,24036589
"4762",2876404,2878404
"4763",8816929,8818929
"4764",24150390,24152390
"4765",13084126,13086126
"4766",24822501,24824501
"4767",21896307,21898307
"4768",24886344,24888344
"4769",8716145,8718145
"4770",26068604,26070604
"4771",19812440,19814440
"4772",8320221,8322221
"4773",2091652,2093652
"4774",1269677,1271677
"4775",18743016,18745016
"4776",18723802,18725802
"4777",26461323,26463323
"4778",17290955,17292955
"4779",26940017,26942017
"4780",20250600,20252600
"4781",6469744,6471744
"4782",8944967,8946967
"4783",2780891,2782891
"4784",11020445,11022445
"4785",22892332,22894332
"4786",10166188,10168188
"4787",13015499,13017499
"4788",21793381,21795381
"4789",3671813,3673813
"4790",20766553,20768553
"4791",14986238,14988238
"4792",5631625,5633625
"4793",22931725,22933725
"4794",16336831,16338831
"4795",10375683,10377683
"4796",7254294,7256294
"4797",12452898,12454898
"4798",14995366,14997366
"4799",3312735,3314735
"4800",18977308,18979308
"4801",19840066,19842066
"4802",2432838,2434838
"4803",15714319,15716319
"4804",7261071,7263071
"4805",3323821,3325821
"4806",1946616,1948616
"4807",13646780,13648780
"4808",19134316,19136316
"4809",2815236,2817236
"4810",12266557,12268557
"4811",26186992,26188992
"4812",8735272,8737272
"4813",12361232,12363232
"4814",23271225,23273225
"4815",12281289,12283289
"4816",22216006,22218006
"4817",21604753,21606753
"4818",16302020,16304020
"4819",22758998,22760998
"4820",1449267,1451267
"4821",14192773,14194773
"4822",7682502,7684502
"4823",10975234,10977234
"4824",9185796,9187796
"4825",23923988,23925988
"4826",2508338,2510338
"4827",19487257,19489257
"4828",13668185,13670185
"4829",478933,480933
"4830",771648,773648
"4831",8116462,8118462
"4832",10886695,10888695
"4833",27804835,27806835
"4834",16861316,16863316
"4835",14268682,14270682
"4836",8802205,8804205
"4837",22415117,22417117
"4838",19144483,19146483
"4839",24398672,24400672
"4840",10858003,10860003
"4841",1169615,1171615
"4842",19037277,19039277
"4843",21217219,21219219
"4844",2597905,2599905
"4845",20731505,20733505
"4846",4272109,4274109
"4847",26622023,26624023
"4848",26046332,26048332
"4849",18957790,18959790
"4850",18911350,18913350
"4851",11364980,11366980
"4852",2917359,2919359
"4853",527186,529186
"4854",5072360,5074360
"4855",9712874,9714874
"4856",20433145,20435145
"4857",17231593,17233593
"4858",12220011,12222011
"4859",11854066,11856066
"4860",10089242,10091242
"4861",24488115,24490115
"4862",12899448,12901448
"4863",12795392,12797392
"4864",7193328,7195328
"4865",19639170,19641170
"4866",10446652,10448652
"4867",27177206,27179206
"4868",24847705,24849705
"4869",7023307,7025307
"4870",14410145,14412145
"4871",15494595,15496595
"4872",19622433,19624433
"4873",12358780,12360780
"4874",2839283,2841283
"4875",19950712,19952712
"4876",10199721,10201721
"4877",17033938,17035938
"4878",21036550,21038550
"4879",11513359,11515359
"4880",9923104,9925104
"4881",1949989,1951989
"4882",24021094,24023094
"4883",8541907,8543907
"4884",7290976,7292976
"4885",13151307,13153307
"4886",8074925,8076925
"4887",22953773,22955773
"4888",20848365,20850365
"4889",9257335,9259335
"4890",6561589,6563589
"4891",27438043,27440043
"4892",10020771,10022771
"4893",16664279,16666279
"4894",21575609,21577609
"4895",2264932,2266932
"4896",19099313,19101313
"4897",1804046,1806046
"4898",10809185,10811185
"4899",26201535,26203535
"4900",27465670,27467670
"4901",582375,584375
"4902",18456395,18458395
"4903",18903713,18905713
"4904",24559245,24561245
"4905",15680860,15682860
"4906",9084775,9086775
"4907",8974646,8976646
"4908",24315997,24317997
"4909",6451202,6453202
"4910",6796934,6798934
"4911",15090111,15092111
"4912",6949590,6951590
"4913",24117028,24119028
"4914",17692265,17694265
"4915",17053542,17055542
"4916",14380897,14382897
"4917",8272862,8274862
"4918",11519697,11521697
"4919",11952382,11954382
"4920",8946967,8948967
"4921",2979941,2981941
"4922",14522116,14524116
"4923",13361945,13363945
"4924",27776987,27778987
"4925",6757853,6759853
"4926",26858705,26860705
"4927",19204869,19206869
"4928",13937691,13939691
"4929",22947911,22949911
"4930",9844823,9846823
"4931",13487840,13489840
"4932",8289985,8291985
"4933",23156201,23158201
"4934",8136513,8138513
"4935",25813068,25815068
"4936",23901782,23903782
"4937",21486134,21488134
"4938",22704153,22706153
"4939",13819936,13821936
"4940",24253680,24255680
"4941",10296586,10298586
"4942",14562324,14564324
"4943",6831221,6833221
"4944",25251938,25253938
"4945",15211926,15213926
"4946",14929123,14931123
"4947",22464739,22466739
"4948",14555641,14557641
"4949",9260878,9262878
"4950",26668558,26670558
"4951",20755232,20757232
"4952",21631762,21633762
"4953",4965083,4967083
"4954",6465382,6467382
"4955",14727916,14729916
"4956",16543940,16545940
"4957",4120524,4122524
"4958",24694103,24696103
"4959",1909556,1911556
"4960",133820,135820
"4961",12198925,12200925
"4962",16249708,16251708
"4963",27826070,27828070
"4964",6944796,6946796
"4965",6623081,6625081
"4966",11104485,11106485
"4967",16546377,16548377
"4968",18281347,18283347
"4969",7081405,7083405
"4970",21497809,21499809
"4971",24546072,24548072
"4972",13956137,13958137
"4973",7565554,7567554
"4974",2731833,2733833
"4975",18974461,18976461
"4976",415846,417846
"4977",27294082,27296082
"4978",8833207,8835207
"4979",26968286,26970286
"4980",3561598,3563598
"4981",24959828,24961828
"4982",8250136,8252136
"4983",652757,654757
"4984",7065986,7067986
"4985",2051037,2053037
"4986",69073,71073
"4987",26203824,26205824
"4988",13379222,13381222
"4989",3079408,3081408
"4990",6443255,6445255
"4991",9271772,9273772
"4992",8593011,8595011
"4993",10994828,10996828
"4994",21647242,21649242
"4995",4326734,4328734
"4996",7158454,7160454
"4997",18547133,18549133
"4998",16490862,16492862
"4999",19141784,19143784
"5000",25963817,25965817
"5001",22974707,22976707
"5002",26040382,26042382
"5003",6725486,6727486
"5004",7107024,7109024
"5005",12069642,12071642
"5006",11594907,11596907
"5007",2463097,2465097
"5008",1761555,1763555
"5009",13739194,13741194
"5010",18176926,18178926
"5011",2529831,2531831
"5012",23420620,23422620
"5013",12429020,12431020
"5014",19064720,19066720
"5015",18263071,18265071
"5016",19483903,19485903
"5017",10212471,10214471
"5018",1856298,1858298
"5019",20938105,20940105
"5020",10915380,10917380
"5021",9977283,9979283
"5022",20312299,20314299
"5023",13569367,13571367
"5024",15822950,15824950
"5025",22978228,22980228
"5026",14539931,14541931
"5027",15951021,15953021
"5028",2890051,2892051
"5029",13238600,13240600
"5030",11064212,11066212
"5031",20946940,20948940
"5032",24325559,24327559
"5033",10893802,10895802
"5034",451559,453559
"5035",8871741,8873741
"5036",16468254,16470254
"5037",26279581,26281581
"5038",1339950,1341950
"5039",21954039,21956039
"5040",4594888,4596888
"5041",21382047,21384047
"5042",7161307,7163307
"5043",1220262,1222262
"5044",14978453,14980453
"5045",19294449,19296449
"5046",13644086,13646086
"5047",24615162,24617162
"5048",12077352,12079352
"5049",15645899,15647899
"5050",10443132,10445132
"5051",1065772,1067772
"5052",16294641,16296641
"5053",18348070,18350070
"5054",9395466,9397466
"5055",15898645,15900645
"5056",7400326,7402326
"5057",13484268,13486268
"5058",20100573,20102573
"5059",18732265,18734265
"5060",24717013,24719013
"5061",11111328,11113328
"5062",27881088,27883088
"5063",27579702,27581702
"5064",11100503,11102503
"5065",106474,108474
"5066",20439427,20441427
"5067",25582736,25584736
"5068",25154120,25156120
"5069",2526080,2528080
"5070",75860,77860
"5071",23029572,23031572
"5072",1874385,1876385
"5073",26878711,26880711
"5074",21493487,21495487
"5075",7015968,7017968
"5076",17150374,17152374
"5077",17101080,17103080
"5078",1463319,1465319
"5079",7148245,7150245
"5080",20598858,20600858
"5081",11959422,11961422
"5082",18670036,18672036
"5083",27108093,27110093
"5084",8664409,8666409
"5085",2103402,2105402
"5086",19446122,19448122
"5087",8835910,8837910
"5088",12415061,12417061
"5089",17001857,17003857
"5090",21946300,21948300
"5091",21560794,21562794
"5092",15105003,15107003
"5093",27591591,27593591
"5094",6336793,6338793
"5095",2683930,2685930
"5096",24361105,24363105
"5097",3327426,3329426
"5098",12895102,12897102
"5099",20069589,20071589
"5100",4764974,4766974
"5101",1426121,1428121
"5102",19085318,19087318
"5103",9852346,9854346
"5104",16708800,16710800
"5105",8765743,8767743
"5106",26976792,26978792
"5107",25877583,25879583
"5108",2510421,2512421
"5109",8878026,8880026
"5110",15502551,15504551
"5111",8859120,8861120
"5112",9587155,9589155
"5113",15333472,15335472
"5114",5080437,5082437
"5115",26474116,26476116
"5116",13846882,13848882
"5117",23031790,23033790
"5118",11994651,11996651
"5119",10979665,10981665
"5120",20679473,20681473
"5121",11818485,11820485
"5122",20629832,20631832
"5123",12847182,12849182
"5124",8522723,8524723
"5125",27384001,27386001
"5126",10077702,10079702
"5127",18238561,18240561
"5128",7816074,7818074
"5129",11912983,11914983
"5130",13805204,13807204
"5131",12556111,12558111
"5132",5847948,5849948
"5133",9462088,9464088
"5134",18695076,18697076
"5135",8896195,8898195
"5136",4565155,4567155
"5137",25410445,25412445
"5138",24567568,24569568
"5139",21121886,21123886
"5140",9562940,9564940
"5141",19894360,19896360
"5142",13879312,13881312
"5143",23240577,23242577
"5144",4812941,4814941
"5145",23291062,23293062
"5146",21994622,21996622
"5147",25087171,25089171
"5148",26505542,26507542
"5149",11395687,11397687
"5150",11231080,11233080
"5151",18564394,18566394
"5152",9663802,9665802
"5153",16623029,16625029
"5154",6569551,6571551
"5155",974750,976750
"5156",17516759,17518759
"5157",25998067,26000067
"5158",8788822,8790822
"5159",19583826,19585826
"5160",7664458,7666458
"5161",9106461,9108461
"5162",19044287,19046287
"5163",8688332,8690332
"5164",813592,815592
"5165",12866901,12868901
"5166",12654511,12656511
"5167",27462611,27464611
"5168",15643033,15645033
"5169",9119821,9121821
"5170",22134581,22136581
"5171",11304181,11306181
"5172",13915044,13917044
"5173",21322942,21324942
